bfs_nr,municipality,energyreporter_date,elec_consumption_mwh_per_year_per_capita,elec_consumption_households_mwh_per_year_per_capita
37,Ossingen,2023-12-31,4.4167,2.6667
37,Ossingen,2024-01-31,4.4002,2.6576
37,Ossingen,2024-02-29,4.4099,2.6639
37,Ossingen,2024-03-31,4.4099,2.6639
37,Ossingen,2024-04-30,4.3953,2.6356
37,Ossingen,2024-05-31,4.3918,2.6407
37,Ossingen,2024-06-30,4.3913,2.6453
37,Ossingen,2024-07-31,4.3913,2.6453
37,Ossingen,2024-08-31,4.0491,2.4602
37,Ossingen,2024-09-30,4.2296,2.4602
37,Ossingen,2024-10-31,4.2245,2.4613
37,Ossingen,2024-11-30,4.2399,2.4728
37,Ossingen,2024-12-31,4.2577,2.4837
37,Ossingen,2025-01-31,4.2113,2.4774
37,Ossingen,2025-02-28,3.7367,2.1988
37,Ossingen,2025-03-31,3.696,2.1778
37,Ossingen,2025-04-30,3.7946,2.244
37,Ossingen,2025-05-31,3.7772,2.2556
37,Ossingen,2025-06-30,3.744,2.2382
37,Ossingen,2025-07-31,3.7318,2.2172
37,Ossingen,2025-08-31,3.6772,2.1946
37,Ossingen,2025-09-30,3.6784,2.1952
37,Ossingen,2025-10-31,3.6737,2.2329
38,Rheinau,2021-03-31,,
38,Rheinau,2021-04-30,,
38,Rheinau,2021-05-31,,
38,Rheinau,2021-06-30,,
38,Rheinau,2021-07-31,,
38,Rheinau,2021-08-31,,
38,Rheinau,2021-09-30,,
38,Rheinau,2021-10-31,,
38,Rheinau,2021-11-30,,
38,Rheinau,2021-12-31,,
38,Rheinau,2022-01-31,,
38,Rheinau,2022-02-28,,
38,Rheinau,2022-03-31,,
38,Rheinau,2022-04-30,,
38,Rheinau,2022-05-31,,
38,Rheinau,2022-06-30,,
38,Rheinau,2022-07-31,,
38,Rheinau,2022-08-31,,
38,Rheinau,2022-09-30,,
38,Rheinau,2022-10-31,,
38,Rheinau,2022-11-30,,
38,Rheinau,2022-12-31,,
38,Rheinau,2023-01-31,,
38,Rheinau,2023-02-28,,
38,Rheinau,2023-03-31,,
38,Rheinau,2023-04-30,,
38,Rheinau,2023-05-31,5.2438,2.6381
38,Rheinau,2023-06-30,5.2137,2.6273
38,Rheinau,2023-07-31,5.1705,2.6026
38,Rheinau,2023-08-31,5.2207,2.5494
38,Rheinau,2023-09-30,5.4306,2.5486
38,Rheinau,2023-10-31,5.4059,2.534
38,Rheinau,2023-11-30,5.3974,2.5394
38,Rheinau,2023-12-31,5.3881,2.544
38,Rheinau,2024-01-31,5.3627,2.5363
38,Rheinau,2024-02-29,5.3596,2.5347
38,Rheinau,2024-03-31,5.3596,2.5347
38,Rheinau,2024-04-30,5.7462,2.8779
38,Rheinau,2024-05-31,5.7145,2.8763
38,Rheinau,2024-06-30,5.6907,2.8739
38,Rheinau,2024-07-31,5.6907,2.8739
38,Rheinau,2024-08-31,5.8097,3.1102
38,Rheinau,2024-09-30,5.9033,3.1126
38,Rheinau,2024-10-31,5.8906,3.1293
38,Rheinau,2024-11-30,5.9278,3.18
38,Rheinau,2024-12-31,5.927,3.1895
38,Rheinau,2025-01-31,5.8596,3.1745
38,Rheinau,2025-02-28,5.1729,2.8081
38,Rheinau,2025-03-31,5.2322,2.8487
38,Rheinau,2025-04-30,5.1253,2.7886
38,Rheinau,2025-05-31,5.0078,2.7847
38,Rheinau,2025-06-30,4.9663,2.7619
38,Rheinau,2025-07-31,5.0603,2.8066
38,Rheinau,2025-08-31,5.0196,2.7463
38,Rheinau,2025-09-30,5.0446,2.7698
38,Rheinau,2025-10-31,4.8841,2.8168
39,Thalheim an der Thur,2021-03-31,,
39,Thalheim an der Thur,2021-04-30,,
39,Thalheim an der Thur,2021-05-31,,
39,Thalheim an der Thur,2021-06-30,,
39,Thalheim an der Thur,2021-07-31,,
39,Thalheim an der Thur,2021-08-31,,
39,Thalheim an der Thur,2021-09-30,,
39,Thalheim an der Thur,2021-10-31,,
39,Thalheim an der Thur,2021-11-30,,
39,Thalheim an der Thur,2021-12-31,,
39,Thalheim an der Thur,2022-01-31,,
39,Thalheim an der Thur,2022-02-28,,
39,Thalheim an der Thur,2022-03-31,,
39,Thalheim an der Thur,2022-04-30,,
39,Thalheim an der Thur,2022-05-31,,
39,Thalheim an der Thur,2022-06-30,,
39,Thalheim an der Thur,2022-07-31,,
39,Thalheim an der Thur,2022-08-31,,
39,Thalheim an der Thur,2022-09-30,,
39,Thalheim an der Thur,2022-10-31,,
39,Thalheim an der Thur,2022-11-30,,
39,Thalheim an der Thur,2022-12-31,,
39,Thalheim an der Thur,2023-01-31,,
39,Thalheim an der Thur,2023-02-28,,
39,Thalheim an der Thur,2023-03-31,,
39,Thalheim an der Thur,2023-04-30,,
39,Thalheim an der Thur,2023-05-31,4.4533,3.0724
39,Thalheim an der Thur,2023-06-30,4.4322,3.0653
39,Thalheim an der Thur,2023-07-31,4.4281,3.0754
39,Thalheim an der Thur,2023-08-31,4.3317,2.9136
39,Thalheim an der Thur,2023-09-30,4.2452,2.9025
39,Thalheim an der Thur,2023-10-31,4.2412,2.9085
39,Thalheim an der Thur,2023-11-30,4.193,2.9045
39,Thalheim an der Thur,2023-12-31,4.1437,2.9005
39,Thalheim an der Thur,2024-01-31,4.1186,2.8874
39,Thalheim an der Thur,2024-02-29,4.1236,2.8985
39,Thalheim an der Thur,2024-03-31,4.1236,2.8985
39,Thalheim an der Thur,2024-04-30,4.15,2.864
39,Thalheim an der Thur,2024-05-31,4.1708,2.851
39,Thalheim an der Thur,2024-06-30,4.2046,2.85
39,Thalheim an der Thur,2024-07-31,4.2046,2.85
39,Thalheim an der Thur,2024-08-31,4.1112,2.8232
39,Thalheim an der Thur,2024-09-30,4.4012,2.8232
39,Thalheim an der Thur,2024-10-31,4.435,2.8193
39,Thalheim an der Thur,2024-11-30,4.4876,2.8232
39,Thalheim an der Thur,2024-12-31,4.566,2.852
39,Thalheim an der Thur,2025-01-31,4.6276,2.8371
39,Thalheim an der Thur,2025-02-28,4.1291,2.5005
39,Thalheim an der Thur,2025-03-31,4.0793,2.4648
39,Thalheim an der Thur,2025-04-30,3.9271,2.3701
39,Thalheim an der Thur,2025-05-31,3.957,2.3785
39,Thalheim an der Thur,2025-06-30,3.9374,2.3626
39,Thalheim an der Thur,2025-07-31,4.0028,2.3411
39,Thalheim an der Thur,2025-08-31,3.915,2.3093
39,Thalheim an der Thur,2025-09-30,3.915,2.3093
39,Thalheim an der Thur,2025-10-31,4.028,2.3542
40,Trüllikon,2021-03-31,,
40,Trüllikon,2021-04-30,,
40,Trüllikon,2021-05-31,,
40,Trüllikon,2021-06-30,,
40,Trüllikon,2021-07-31,,
40,Trüllikon,2021-08-31,,
40,Trüllikon,2021-09-30,,
40,Trüllikon,2021-10-31,,
40,Trüllikon,2021-11-30,,
40,Trüllikon,2021-12-31,,
40,Trüllikon,2022-01-31,,
40,Trüllikon,2022-02-28,,
40,Trüllikon,2022-03-31,,
40,Trüllikon,2022-04-30,,
40,Trüllikon,2022-05-31,,
40,Trüllikon,2022-06-30,,
40,Trüllikon,2022-07-31,,
40,Trüllikon,2022-08-31,,
40,Trüllikon,2022-09-30,,
40,Trüllikon,2022-10-31,,
40,Trüllikon,2022-11-30,,
40,Trüllikon,2022-12-31,,
40,Trüllikon,2023-01-31,,
40,Trüllikon,2023-02-28,,
40,Trüllikon,2023-03-31,,
40,Trüllikon,2023-04-30,,
40,Trüllikon,2023-05-31,5.2451,3.085
40,Trüllikon,2023-06-30,5.2319,3.086
40,Trüllikon,2023-07-31,5.2018,3.069
40,Trüllikon,2023-08-31,5.0933,2.92
40,Trüllikon,2023-09-30,5.0217,2.9248
40,Trüllikon,2023-10-31,5.0057,2.9172
40,Trüllikon,2023-11-30,4.9868,2.9106
40,Trüllikon,2023-12-31,4.9679,2.9031
40,Trüllikon,2024-01-31,4.95,2.9002
40,Trüllikon,2024-02-29,4.9529,2.9059
40,Trüllikon,2024-03-31,4.9529,2.9059
40,Trüllikon,2024-04-30,4.9043,2.8931
40,Trüllikon,2024-05-31,4.9306,2.8762
40,Trüllikon,2024-06-30,4.9662,2.9071
40,Trüllikon,2024-07-31,4.9662,2.9071
40,Trüllikon,2024-08-31,4.757,2.727
40,Trüllikon,2024-09-30,4.8743,2.7242
40,Trüllikon,2024-10-31,4.8771,2.7242
40,Trüllikon,2024-11-30,4.8996,2.7336
40,Trüllikon,2024-12-31,4.9578,2.7749
40,Trüllikon,2025-01-31,4.954,2.7702
40,Trüllikon,2025-02-28,4.409,2.4625
40,Trüllikon,2025-03-31,4.4212,2.4653
40,Trüllikon,2025-04-30,4.268,2.375
40,Trüllikon,2025-05-31,4.2635,2.3813
40,Trüllikon,2025-06-30,4.2392,2.3606
40,Trüllikon,2025-07-31,4.2311,2.339
40,Trüllikon,2025-08-31,4.1664,2.3085
40,Trüllikon,2025-09-30,4.1673,2.3085
40,Trüllikon,2025-10-31,4.286,2.3219
41,Truttikon,2021-03-31,,
41,Truttikon,2021-04-30,,
41,Truttikon,2021-05-31,,
41,Truttikon,2021-06-30,,
41,Truttikon,2021-07-31,,
41,Truttikon,2021-08-31,,
41,Truttikon,2021-09-30,,
41,Truttikon,2021-10-31,,
41,Truttikon,2021-11-30,,
41,Truttikon,2021-12-31,,
41,Truttikon,2022-01-31,,
41,Truttikon,2022-02-28,,
41,Truttikon,2022-03-31,,
41,Truttikon,2022-04-30,,
41,Truttikon,2022-05-31,,
41,Truttikon,2022-06-30,,
41,Truttikon,2022-07-31,,
41,Truttikon,2022-08-31,,
41,Truttikon,2022-09-30,,
41,Truttikon,2022-10-31,,
41,Truttikon,2022-11-30,,
41,Truttikon,2022-12-31,,
41,Truttikon,2023-01-31,,
41,Truttikon,2023-02-28,,
41,Truttikon,2023-03-31,,
41,Truttikon,2023-04-30,,
41,Truttikon,2023-05-31,5.2721,2.8532
41,Truttikon,2023-06-30,5.2492,2.8418
41,Truttikon,2023-07-31,5.2241,2.8258
41,Truttikon,2023-08-31,5.128,2.6726
41,Truttikon,2023-09-30,5.3361,2.6863
41,Truttikon,2023-10-31,5.3315,2.6863
41,Truttikon,2023-11-30,5.3178,2.6818
41,Truttikon,2023-12-31,5.3041,2.6749
41,Truttikon,2024-01-31,5.2675,2.6658
41,Truttikon,2024-02-29,5.2812,2.6749
41,Truttikon,2024-03-31,5.2812,2.6749
41,Truttikon,2024-04-30,5.0436,2.5512
41,Truttikon,2024-05-31,5.0196,2.5403
41,Truttikon,2024-06-30,5.0131,2.5381
41,Truttikon,2024-07-31,5.0131,2.5381
41,Truttikon,2024-08-31,4.9041,2.4706
41,Truttikon,2024-09-30,5.0261,2.4662
41,Truttikon,2024-10-31,5.0087,2.4619
41,Truttikon,2024-11-30,5.0153,2.4662
41,Truttikon,2024-12-31,5.0392,2.4858
41,Truttikon,2025-01-31,5.2048,2.4989
41,Truttikon,2025-02-28,4.6296,2.2179
41,Truttikon,2025-03-31,4.6645,2.2281
41,Truttikon,2025-04-30,4.5165,2.1558
41,Truttikon,2025-05-31,4.6643,2.1579
41,Truttikon,2025-06-30,4.6347,2.141
41,Truttikon,2025-07-31,4.6326,2.122
41,Truttikon,2025-08-31,4.5334,2.0925
41,Truttikon,2025-09-30,4.5397,2.0967
41,Truttikon,2025-10-31,4.4531,2.1516
43,Volken,2021-03-31,,
43,Volken,2021-04-30,,
43,Volken,2021-05-31,,
43,Volken,2021-06-30,,
43,Volken,2021-07-31,,
43,Volken,2021-08-31,,
43,Volken,2021-09-30,,
43,Volken,2021-10-31,,
43,Volken,2021-11-30,,
43,Volken,2021-12-31,,
43,Volken,2022-01-31,,
43,Volken,2022-02-28,,
43,Volken,2022-03-31,,
43,Volken,2022-04-30,,
43,Volken,2022-05-31,,
43,Volken,2022-06-30,,
43,Volken,2022-07-31,,
43,Volken,2022-08-31,,
43,Volken,2022-09-30,,
43,Volken,2022-10-31,,
43,Volken,2022-11-30,,
43,Volken,2022-12-31,,
43,Volken,2023-01-31,,
43,Volken,2023-02-28,,
43,Volken,2023-03-31,,
43,Volken,2023-04-30,,
43,Volken,2023-05-31,4.4388,3.2278
43,Volken,2023-06-30,4.4317,3.2134
43,Volken,2023-07-31,4.4245,3.1966
43,Volken,2023-08-31,4.3165,3.024
43,Volken,2023-09-30,4.3477,3.0096
43,Volken,2023-10-31,4.3501,2.9976
43,Volken,2023-11-30,4.3525,2.9904
43,Volken,2023-12-31,4.3549,2.9808
43,Volken,2024-01-31,4.3573,2.976
43,Volken,2024-02-29,4.3813,2.9832
43,Volken,2024-03-31,4.3813,2.9832
43,Volken,2024-04-30,4.6134,3.1925
43,Volken,2024-05-31,4.5597,3.1797
43,Volken,2024-06-30,4.6339,3.1772
43,Volken,2024-07-31,4.6339,3.1772
43,Volken,2024-08-31,4.3523,3.021
43,Volken,2024-09-30,4.5059,3.0159
43,Volken,2024-10-31,4.4905,3.0082
43,Volken,2024-11-30,4.4828,3.0031
43,Volken,2024-12-31,4.488,3.0108
43,Volken,2025-01-31,4.447,3.0031
43,Volken,2025-02-28,3.935,2.66
43,Volken,2025-03-31,3.9024,2.6404
43,Volken,2025-04-30,4.0155,2.715
43,Volken,2025-05-31,3.9922,2.7332
43,Volken,2025-06-30,3.9689,2.7124
43,Volken,2025-07-31,3.9922,2.6969
43,Volken,2025-08-31,3.9352,2.6554
43,Volken,2025-09-30,3.9326,2.6528
43,Volken,2025-10-31,3.899,2.7098
51,Bachenbülach,2021-03-31,,
51,Bachenbülach,2021-04-30,,
51,Bachenbülach,2021-05-31,,
51,Bachenbülach,2021-06-30,,
51,Bachenbülach,2021-07-31,,
51,Bachenbülach,2021-08-31,,
51,Bachenbülach,2021-09-30,,
51,Bachenbülach,2021-10-31,,
51,Bachenbülach,2021-11-30,,
51,Bachenbülach,2021-12-31,,
51,Bachenbülach,2022-01-31,,
51,Bachenbülach,2022-02-28,,
51,Bachenbülach,2022-03-31,,
51,Bachenbülach,2022-04-30,,
51,Bachenbülach,2022-05-31,,
51,Bachenbülach,2022-06-30,,
51,Bachenbülach,2022-07-31,,
51,Bachenbülach,2022-08-31,,
51,Bachenbülach,2022-09-30,,
51,Bachenbülach,2022-10-31,,
51,Bachenbülach,2022-11-30,,
51,Bachenbülach,2022-12-31,,
51,Bachenbülach,2023-01-31,,
51,Bachenbülach,2023-02-28,,
51,Bachenbülach,2023-03-31,,
51,Bachenbülach,2023-04-30,,
51,Bachenbülach,2023-05-31,5.3405,1.8904
51,Bachenbülach,2023-06-30,5.3181,1.886
51,Bachenbülach,2023-07-31,5.2926,1.8778
51,Bachenbülach,2023-08-31,5.2512,1.7918
51,Bachenbülach,2023-09-30,5.4106,1.7852
51,Bachenbülach,2023-10-31,5.409,1.785
51,Bachenbülach,2023-11-30,5.3961,1.7794
51,Bachenbülach,2023-12-31,5.3833,1.7735
51,Bachenbülach,2024-01-31,5.3816,1.7857
51,Bachenbülach,2024-02-29,5.4029,1.7983
51,Bachenbülach,2024-03-31,5.4029,1.7983
51,Bachenbülach,2024-04-30,5.487,1.8238
51,Bachenbülach,2024-05-31,5.4719,1.8162
51,Bachenbülach,2024-06-30,5.4747,1.8155
51,Bachenbülach,2024-07-31,5.4747,1.8155
51,Bachenbülach,2024-08-31,5.4128,1.7552
51,Bachenbülach,2024-09-30,5.3104,1.7668
51,Bachenbülach,2024-10-31,5.3019,1.7628
51,Bachenbülach,2024-11-30,5.3237,1.7706
51,Bachenbülach,2024-12-31,5.3499,1.7772
51,Bachenbülach,2025-01-31,5.3,1.7661
51,Bachenbülach,2025-02-28,4.703,1.5616
51,Bachenbülach,2025-03-31,4.6741,1.5503
51,Bachenbülach,2025-04-30,4.5356,1.5114
51,Bachenbülach,2025-05-31,4.4854,1.5103
51,Bachenbülach,2025-06-30,4.4482,1.5032
51,Bachenbülach,2025-07-31,4.3353,1.4945
51,Bachenbülach,2025-08-31,4.3846,1.4831
51,Bachenbülach,2025-09-30,4.3882,1.4849
51,Bachenbülach,2025-10-31,4.4003,1.5185
52,Bassersdorf,2021-03-31,,
52,Bassersdorf,2021-04-30,,
52,Bassersdorf,2021-05-31,,
52,Bassersdorf,2021-06-30,,
52,Bassersdorf,2021-07-31,,
52,Bassersdorf,2021-08-31,,
52,Bassersdorf,2021-09-30,,
52,Bassersdorf,2021-10-31,,
52,Bassersdorf,2021-11-30,,
52,Bassersdorf,2021-12-31,,
52,Bassersdorf,2022-01-31,,
52,Bassersdorf,2022-02-28,,
52,Bassersdorf,2022-03-31,,
52,Bassersdorf,2022-04-30,,
52,Bassersdorf,2022-05-31,,
52,Bassersdorf,2022-06-30,,
52,Bassersdorf,2022-07-31,,
52,Bassersdorf,2022-08-31,,
52,Bassersdorf,2022-09-30,,
52,Bassersdorf,2022-10-31,,
52,Bassersdorf,2022-11-30,,
52,Bassersdorf,2022-12-31,,
52,Bassersdorf,2023-01-31,,
52,Bassersdorf,2023-02-28,,
52,Bassersdorf,2023-03-31,,
52,Bassersdorf,2023-04-30,,
52,Bassersdorf,2023-05-31,3.6322,1.5841
52,Bassersdorf,2023-06-30,3.6208,1.5797
52,Bassersdorf,2023-07-31,3.6091,1.5746
52,Bassersdorf,2023-08-31,3.6241,1.5086
52,Bassersdorf,2023-09-30,3.5807,1.495
52,Bassersdorf,2023-10-31,3.5895,1.5025
52,Bassersdorf,2023-11-30,3.583,1.4979
52,Bassersdorf,2023-12-31,3.5764,1.4932
52,Bassersdorf,2024-01-31,3.5799,1.5024
52,Bassersdorf,2024-02-29,3.5896,1.5047
52,Bassersdorf,2024-03-31,3.5896,1.5047
52,Bassersdorf,2024-04-30,3.5628,1.4986
52,Bassersdorf,2024-05-31,3.5519,1.4929
52,Bassersdorf,2024-06-30,3.5493,1.4899
52,Bassersdorf,2024-07-31,3.5493,1.4899
52,Bassersdorf,2024-08-31,3.513,1.4864
52,Bassersdorf,2024-09-30,3.5964,1.4961
52,Bassersdorf,2024-10-31,3.5929,1.4969
52,Bassersdorf,2024-11-30,3.6075,1.5045
52,Bassersdorf,2024-12-31,3.6143,1.5058
52,Bassersdorf,2025-01-31,3.5867,1.4956
52,Bassersdorf,2025-02-28,3.1828,1.3278
52,Bassersdorf,2025-03-31,3.1667,1.3192
52,Bassersdorf,2025-04-30,3.1805,1.3258
52,Bassersdorf,2025-05-31,3.2576,1.3319
52,Bassersdorf,2025-06-30,3.2422,1.3232
52,Bassersdorf,2025-07-31,3.2292,1.313
52,Bassersdorf,2025-08-31,3.2211,1.2954
52,Bassersdorf,2025-09-30,3.221,1.2943
52,Bassersdorf,2025-10-31,3.3422,1.3209
53,Bülach,2021-03-31,,
53,Bülach,2021-04-30,,
53,Bülach,2021-05-31,,
53,Bülach,2021-06-30,,
53,Bülach,2021-07-31,,
53,Bülach,2021-08-31,,
53,Bülach,2021-09-30,,
53,Bülach,2021-10-31,,
53,Bülach,2021-11-30,,
53,Bülach,2021-12-31,,
53,Bülach,2022-01-31,,
53,Bülach,2022-02-28,,
53,Bülach,2022-03-31,,
53,Bülach,2022-04-30,,
53,Bülach,2022-05-31,,
53,Bülach,2022-06-30,,
53,Bülach,2022-07-31,,
53,Bülach,2022-08-31,,
53,Bülach,2022-09-30,,
53,Bülach,2022-10-31,,
53,Bülach,2022-11-30,,
53,Bülach,2022-12-31,,
53,Bülach,2023-01-31,,
53,Bülach,2023-02-28,,
53,Bülach,2023-03-31,,
53,Bülach,2023-04-30,,
53,Bülach,2023-05-31,4.1308,1.5212
53,Bülach,2023-06-30,4.1174,1.5174
53,Bülach,2023-07-31,4.1239,1.5329
53,Bülach,2023-08-31,4.1006,1.4667
53,Bülach,2023-09-30,4.0306,1.4632
53,Bülach,2023-10-31,4.0255,1.4599
53,Bülach,2023-11-30,4.0091,1.4576
53,Bülach,2023-12-31,3.9927,1.4552
53,Bülach,2024-01-31,3.9897,1.4599
53,Bülach,2024-02-29,4.006,1.4683
53,Bülach,2024-03-31,4.006,1.4683
53,Bülach,2024-04-30,3.7139,1.3555
53,Bülach,2024-05-31,3.6993,1.3497
53,Bülach,2024-06-30,3.6991,1.3496
53,Bülach,2024-07-31,3.6991,1.3496
53,Bülach,2024-08-31,3.647,1.3331
53,Bülach,2024-09-30,3.6613,1.333
53,Bülach,2024-10-31,3.6497,1.3312
53,Bülach,2024-11-30,3.6579,1.3351
53,Bülach,2024-12-31,3.6672,1.3387
53,Bülach,2025-01-31,3.6675,1.3303
53,Bülach,2025-02-28,3.2501,1.1774
53,Bülach,2025-03-31,3.1564,1.141
53,Bülach,2025-04-30,3.2262,1.1658
53,Bülach,2025-05-31,3.1945,1.1711
53,Bülach,2025-06-30,3.1827,1.1654
53,Bülach,2025-07-31,3.1751,1.1554
53,Bülach,2025-08-31,3.1966,1.148
53,Bülach,2025-09-30,3.1999,1.1504
53,Bülach,2025-10-31,3.1993,1.1648
54,Dietlikon,2021-03-31,,
54,Dietlikon,2021-04-30,,
54,Dietlikon,2021-05-31,,
54,Dietlikon,2021-06-30,,
54,Dietlikon,2021-07-31,,
54,Dietlikon,2021-08-31,,
54,Dietlikon,2021-09-30,,
54,Dietlikon,2021-10-31,,
54,Dietlikon,2021-11-30,,
54,Dietlikon,2021-12-31,,
54,Dietlikon,2022-01-31,,
54,Dietlikon,2022-02-28,,
54,Dietlikon,2022-03-31,,
54,Dietlikon,2022-04-30,,
54,Dietlikon,2022-05-31,,
54,Dietlikon,2022-06-30,,
54,Dietlikon,2022-07-31,,
54,Dietlikon,2022-08-31,,
54,Dietlikon,2022-09-30,,
54,Dietlikon,2022-10-31,,
54,Dietlikon,2022-11-30,,
54,Dietlikon,2022-12-31,,
54,Dietlikon,2023-01-31,,
54,Dietlikon,2023-02-28,,
54,Dietlikon,2023-03-31,,
54,Dietlikon,2023-04-30,,
54,Dietlikon,2023-05-31,5.3009,1.3496
54,Dietlikon,2023-06-30,5.2697,1.3347
54,Dietlikon,2023-07-31,5.242,1.3241
54,Dietlikon,2023-08-31,5.2559,1.2554
54,Dietlikon,2023-09-30,5.2091,1.2521
54,Dietlikon,2023-10-31,5.2174,1.2609
54,Dietlikon,2023-11-30,5.203,1.2551
54,Dietlikon,2023-12-31,5.1884,1.2492
54,Dietlikon,2024-01-31,5.191,1.2693
54,Dietlikon,2024-02-29,5.2349,1.3041
54,Dietlikon,2024-03-31,5.2349,1.3041
54,Dietlikon,2024-04-30,5.2948,1.3141
54,Dietlikon,2024-05-31,5.2903,1.308
54,Dietlikon,2024-06-30,5.2903,1.3066
54,Dietlikon,2024-07-31,5.2903,1.3066
54,Dietlikon,2024-08-31,5.2982,1.3315
54,Dietlikon,2024-09-30,5.2813,1.3341
54,Dietlikon,2024-10-31,5.265,1.3315
54,Dietlikon,2024-11-30,5.2883,1.3364
54,Dietlikon,2024-12-31,5.341,1.3717
54,Dietlikon,2025-01-31,5.2829,1.3597
54,Dietlikon,2025-02-28,4.6883,1.204
54,Dietlikon,2025-03-31,4.6741,1.201
54,Dietlikon,2025-04-30,4.5693,1.1756
54,Dietlikon,2025-05-31,4.4829,1.1807
54,Dietlikon,2025-06-30,4.4508,1.1711
54,Dietlikon,2025-07-31,4.3891,1.1607
54,Dietlikon,2025-08-31,4.3406,1.1449
54,Dietlikon,2025-09-30,4.3572,1.1537
54,Dietlikon,2025-10-31,4.5138,1.1714
55,Eglisau,2021-03-31,,
55,Eglisau,2021-04-30,,
55,Eglisau,2021-05-31,,
55,Eglisau,2021-06-30,,
55,Eglisau,2021-07-31,,
55,Eglisau,2021-08-31,,
55,Eglisau,2021-09-30,,
55,Eglisau,2021-10-31,,
55,Eglisau,2021-11-30,,
55,Eglisau,2021-12-31,,
55,Eglisau,2022-01-31,,
55,Eglisau,2022-02-28,,
55,Eglisau,2022-03-31,,
55,Eglisau,2022-04-30,,
55,Eglisau,2022-05-31,,
55,Eglisau,2022-06-30,,
55,Eglisau,2022-07-31,,
55,Eglisau,2022-08-31,,
55,Eglisau,2022-09-30,,
55,Eglisau,2022-10-31,,
55,Eglisau,2022-11-30,,
55,Eglisau,2022-12-31,,
55,Eglisau,2023-01-31,,
55,Eglisau,2023-02-28,,
55,Eglisau,2023-03-31,,
55,Eglisau,2023-04-30,,
55,Eglisau,2023-05-31,3.7225,2.3682
55,Eglisau,2023-06-30,3.7158,2.3629
55,Eglisau,2023-07-31,3.7063,2.3546
55,Eglisau,2023-08-31,3.6438,2.2547
55,Eglisau,2023-09-30,3.6515,2.2602
55,Eglisau,2023-10-31,3.6471,2.2519
55,Eglisau,2023-11-30,3.6517,2.2545
55,Eglisau,2023-12-31,3.6563,2.2572
55,Eglisau,2024-01-31,3.6485,2.25
55,Eglisau,2024-02-29,3.6646,2.2579
55,Eglisau,2024-03-31,3.6646,2.2579
55,Eglisau,2024-04-30,3.6697,2.2562
55,Eglisau,2024-05-31,3.6596,2.2475
55,Eglisau,2024-06-30,3.664,2.2496
55,Eglisau,2024-07-31,3.664,2.2496
55,Eglisau,2024-08-31,3.6635,2.2805
55,Eglisau,2024-09-30,3.7377,2.2785
55,Eglisau,2024-10-31,3.7617,2.3027
55,Eglisau,2024-11-30,3.7695,2.3038
55,Eglisau,2024-12-31,3.7868,2.3113
55,Eglisau,2025-01-31,3.7605,2.3025
55,Eglisau,2025-02-28,3.3343,2.0377
55,Eglisau,2025-03-31,3.2923,2.0105
55,Eglisau,2025-04-30,3.2583,1.9882
55,Eglisau,2025-05-31,3.2157,1.9983
55,Eglisau,2025-06-30,3.194,1.9827
55,Eglisau,2025-07-31,3.207,1.9652
55,Eglisau,2025-08-31,3.1712,1.9434
55,Eglisau,2025-09-30,3.1706,1.9413
55,Eglisau,2025-10-31,3.2175,1.9703
56,Embrach,2021-03-31,,
56,Embrach,2021-04-30,,
56,Embrach,2021-05-31,,
56,Embrach,2021-06-30,,
56,Embrach,2021-07-31,,
56,Embrach,2021-08-31,,
56,Embrach,2021-09-30,,
56,Embrach,2021-10-31,,
56,Embrach,2021-11-30,,
56,Embrach,2021-12-31,,
56,Embrach,2022-01-31,,
56,Embrach,2022-02-28,,
56,Embrach,2022-03-31,,
56,Embrach,2022-04-30,,
56,Embrach,2022-05-31,,
56,Embrach,2022-06-30,,
56,Embrach,2022-07-31,,
56,Embrach,2022-08-31,,
56,Embrach,2022-09-30,,
56,Embrach,2022-10-31,,
56,Embrach,2022-11-30,,
56,Embrach,2022-12-31,,
56,Embrach,2023-01-31,,
56,Embrach,2023-02-28,,
56,Embrach,2023-03-31,,
56,Embrach,2023-04-30,,
56,Embrach,2023-05-31,3.6887,1.6658
56,Embrach,2023-06-30,3.6849,1.6658
56,Embrach,2023-07-31,3.6741,1.6585
56,Embrach,2023-08-31,3.6658,1.6039
56,Embrach,2023-09-30,3.6039,1.6376
56,Embrach,2023-10-31,3.5942,1.6368
56,Embrach,2023-11-30,3.5912,1.6337
56,Embrach,2023-12-31,3.5882,1.6305
56,Embrach,2024-01-31,3.5813,1.6252
56,Embrach,2024-02-29,3.5931,1.6271
56,Embrach,2024-03-31,3.5931,1.6271
56,Embrach,2024-04-30,3.5268,1.5926
56,Embrach,2024-05-31,3.5114,1.584
56,Embrach,2024-06-30,3.512,1.5861
56,Embrach,2024-07-31,3.512,1.5861
56,Embrach,2024-08-31,3.4186,1.5812
56,Embrach,2024-09-30,3.5391,1.58
56,Embrach,2024-10-31,3.5318,1.5772
56,Embrach,2024-11-30,3.5353,1.5743
56,Embrach,2024-12-31,3.5568,1.5873
56,Embrach,2025-01-31,3.5338,1.5767
56,Embrach,2025-02-28,3.1337,1.3956
56,Embrach,2025-03-31,3.0908,1.3758
56,Embrach,2025-04-30,3.0117,1.341
56,Embrach,2025-05-31,3.0637,1.3514
56,Embrach,2025-06-30,3.0423,1.3415
56,Embrach,2025-07-31,3.1369,1.3297
