bfs_nr,municipality,energyreporter_date,elec_consumption_mwh_per_year_per_capita,elec_consumption_households_mwh_per_year_per_capita
11,Ottenbach,2025-04-30,3.8906,2.3313
11,Ottenbach,2025-05-31,3.8429,2.3326
11,Ottenbach,2025-06-30,3.8246,2.3222
11,Ottenbach,2025-07-31,3.81,2.2975
11,Ottenbach,2025-08-31,3.7693,2.2684
11,Ottenbach,2025-09-30,3.7658,2.264
11,Ottenbach,2025-10-31,3.8457,2.3041
12,Rifferswil,2021-03-31,,
12,Rifferswil,2021-04-30,,
12,Rifferswil,2021-05-31,,
12,Rifferswil,2021-06-30,,
12,Rifferswil,2021-07-31,,
12,Rifferswil,2021-08-31,,
12,Rifferswil,2021-09-30,,
12,Rifferswil,2021-10-31,,
12,Rifferswil,2021-11-30,,
12,Rifferswil,2021-12-31,,
12,Rifferswil,2022-01-31,,
12,Rifferswil,2022-02-28,,
12,Rifferswil,2022-03-31,,
12,Rifferswil,2022-04-30,,
12,Rifferswil,2022-05-31,,
12,Rifferswil,2022-06-30,,
12,Rifferswil,2022-07-31,,
12,Rifferswil,2022-08-31,,
12,Rifferswil,2022-09-30,,
12,Rifferswil,2022-10-31,,
12,Rifferswil,2022-11-30,,
12,Rifferswil,2022-12-31,,
12,Rifferswil,2023-01-31,,
12,Rifferswil,2023-02-28,,
12,Rifferswil,2023-03-31,,
12,Rifferswil,2023-04-30,,
12,Rifferswil,2023-05-31,3.6324,2.2188
12,Rifferswil,2023-06-30,3.6213,2.2094
12,Rifferswil,2023-07-31,3.6111,2.2001
12,Rifferswil,2023-08-31,3.6094,2.1276
12,Rifferswil,2023-09-30,3.646,2.1234
12,Rifferswil,2023-10-31,3.6341,2.1089
12,Rifferswil,2023-11-30,3.6341,2.108
12,Rifferswil,2023-12-31,3.6333,2.1063
12,Rifferswil,2024-01-31,3.6239,2.1004
12,Rifferswil,2024-02-29,3.6392,2.108
12,Rifferswil,2024-03-31,3.6392,2.108
12,Rifferswil,2024-04-30,3.5921,2.1188
12,Rifferswil,2024-05-31,3.6799,2.0981
12,Rifferswil,2024-06-30,3.7143,2.1231
12,Rifferswil,2024-07-31,3.7143,2.1231
12,Rifferswil,2024-08-31,3.6704,2.2057
12,Rifferswil,2024-09-30,3.9096,2.1979
12,Rifferswil,2024-10-31,3.9174,2.1954
12,Rifferswil,2024-11-30,3.9596,2.2177
12,Rifferswil,2024-12-31,3.9931,2.2306
12,Rifferswil,2025-01-31,4.0379,2.2367
12,Rifferswil,2025-02-28,3.5998,1.9845
12,Rifferswil,2025-03-31,3.5755,1.9726
12,Rifferswil,2025-04-30,3.6297,2.0078
12,Rifferswil,2025-05-31,3.6427,2.0252
12,Rifferswil,2025-06-30,3.6106,2.0087
12,Rifferswil,2025-07-31,3.6652,1.9931
12,Rifferswil,2025-08-31,3.5846,1.9662
12,Rifferswil,2025-09-30,3.5898,1.9705
12,Rifferswil,2025-10-31,3.5525,2.0017
13,Stallikon,2021-03-31,,
13,Stallikon,2021-04-30,,
13,Stallikon,2021-05-31,,
13,Stallikon,2021-06-30,,
13,Stallikon,2021-07-31,,
13,Stallikon,2021-08-31,,
13,Stallikon,2021-09-30,,
13,Stallikon,2021-10-31,,
13,Stallikon,2021-11-30,,
13,Stallikon,2021-12-31,,
13,Stallikon,2022-01-31,,
13,Stallikon,2022-02-28,,
13,Stallikon,2022-03-31,,
13,Stallikon,2022-04-30,,
13,Stallikon,2022-05-31,,
13,Stallikon,2022-06-30,,
13,Stallikon,2022-07-31,,
13,Stallikon,2022-08-31,,
13,Stallikon,2022-09-30,,
13,Stallikon,2022-10-31,,
13,Stallikon,2022-11-30,,
13,Stallikon,2022-12-31,,
13,Stallikon,2023-01-31,,
13,Stallikon,2023-02-28,,
13,Stallikon,2023-03-31,,
13,Stallikon,2023-04-30,,
13,Stallikon,2023-05-31,3.8706,2.1846
13,Stallikon,2023-06-30,3.8605,2.183
13,Stallikon,2023-07-31,3.8324,2.1629
13,Stallikon,2023-08-31,3.8203,2.0722
13,Stallikon,2023-09-30,3.8077,2.0572
13,Stallikon,2023-10-31,3.8033,2.0552
13,Stallikon,2023-11-30,3.7935,2.0498
13,Stallikon,2023-12-31,3.7834,2.0443
13,Stallikon,2024-01-31,3.8314,2.0423
13,Stallikon,2024-02-29,3.8247,2.0492
13,Stallikon,2024-03-31,3.8247,2.0492
13,Stallikon,2024-04-30,3.7699,2.0203
13,Stallikon,2024-05-31,3.7534,2.0112
13,Stallikon,2024-06-30,3.7529,2.0127
13,Stallikon,2024-07-31,3.7529,2.0127
13,Stallikon,2024-08-31,3.7277,1.9825
13,Stallikon,2024-09-30,3.7699,1.9843
13,Stallikon,2024-10-31,3.7693,1.9891
13,Stallikon,2024-11-30,3.7782,1.9944
13,Stallikon,2024-12-31,3.813,2.0233
13,Stallikon,2025-01-31,3.8427,2.017
13,Stallikon,2025-02-28,3.4121,1.7889
13,Stallikon,2025-03-31,3.3741,1.7751
13,Stallikon,2025-04-30,3.4311,1.8089
13,Stallikon,2025-05-31,3.475,1.8145
13,Stallikon,2025-06-30,3.4514,1.7995
13,Stallikon,2025-07-31,3.4666,1.7833
13,Stallikon,2025-08-31,3.4512,1.76
13,Stallikon,2025-09-30,3.4489,1.7567
13,Stallikon,2025-10-31,3.438,1.7843
14,Wettswil am Albis,2021-03-31,,
14,Wettswil am Albis,2021-04-30,,
14,Wettswil am Albis,2021-05-31,,
14,Wettswil am Albis,2021-06-30,,
14,Wettswil am Albis,2021-07-31,,
14,Wettswil am Albis,2021-08-31,,
14,Wettswil am Albis,2021-09-30,,
14,Wettswil am Albis,2021-10-31,,
14,Wettswil am Albis,2021-11-30,,
14,Wettswil am Albis,2021-12-31,,
14,Wettswil am Albis,2022-01-31,,
14,Wettswil am Albis,2022-02-28,,
14,Wettswil am Albis,2022-03-31,,
14,Wettswil am Albis,2022-04-30,,
14,Wettswil am Albis,2022-05-31,,
14,Wettswil am Albis,2022-06-30,,
14,Wettswil am Albis,2022-07-31,,
14,Wettswil am Albis,2022-08-31,,
14,Wettswil am Albis,2022-09-30,,
14,Wettswil am Albis,2022-10-31,,
14,Wettswil am Albis,2022-11-30,,
14,Wettswil am Albis,2022-12-31,,
14,Wettswil am Albis,2023-01-31,,
14,Wettswil am Albis,2023-02-28,,
14,Wettswil am Albis,2023-03-31,,
14,Wettswil am Albis,2023-04-30,,
14,Wettswil am Albis,2023-05-31,3.2907,2.0151
14,Wettswil am Albis,2023-06-30,3.2844,2.0074
14,Wettswil am Albis,2023-07-31,3.2781,2.0
14,Wettswil am Albis,2023-08-31,3.224,1.8942
14,Wettswil am Albis,2023-09-30,3.3387,1.9284
14,Wettswil am Albis,2023-10-31,3.3432,1.9256
14,Wettswil am Albis,2023-11-30,3.3434,1.9208
14,Wettswil am Albis,2023-12-31,3.3434,1.9157
14,Wettswil am Albis,2024-01-31,3.3473,1.9163
14,Wettswil am Albis,2024-02-29,3.3644,1.9222
14,Wettswil am Albis,2024-03-31,3.3644,1.9222
14,Wettswil am Albis,2024-04-30,3.3916,1.9424
14,Wettswil am Albis,2024-05-31,3.3776,1.9308
14,Wettswil am Albis,2024-06-30,3.3894,1.9415
14,Wettswil am Albis,2024-07-31,3.3894,1.9415
14,Wettswil am Albis,2024-08-31,3.4025,1.9638
14,Wettswil am Albis,2024-09-30,3.4793,1.9598
14,Wettswil am Albis,2024-10-31,3.4721,1.9555
14,Wettswil am Albis,2024-11-30,3.4838,1.9613
14,Wettswil am Albis,2024-12-31,3.5192,1.9891
14,Wettswil am Albis,2025-01-31,3.481,1.9724
14,Wettswil am Albis,2025-02-28,3.0886,1.747
14,Wettswil am Albis,2025-03-31,3.0881,1.7461
14,Wettswil am Albis,2025-04-30,3.0996,1.7519
14,Wettswil am Albis,2025-05-31,3.135,1.7632
14,Wettswil am Albis,2025-06-30,3.1182,1.7494
14,Wettswil am Albis,2025-07-31,3.1266,1.7321
14,Wettswil am Albis,2025-08-31,3.0871,1.7108
14,Wettswil am Albis,2025-09-30,3.0921,1.7151
14,Wettswil am Albis,2025-10-31,3.1197,1.7259
21,Adlikon,2021-03-31,,
21,Adlikon,2021-04-30,,
21,Adlikon,2021-05-31,,
21,Adlikon,2021-06-30,,
21,Adlikon,2021-07-31,,
21,Adlikon,2021-08-31,,
21,Adlikon,2021-09-30,,
21,Adlikon,2021-10-31,,
21,Adlikon,2021-11-30,,
21,Adlikon,2021-12-31,,
21,Adlikon,2022-01-31,,
21,Adlikon,2022-02-28,,
21,Adlikon,2022-03-31,,
21,Adlikon,2022-04-30,,
21,Adlikon,2022-05-31,,
21,Adlikon,2022-06-30,,
21,Adlikon,2022-07-31,,
21,Adlikon,2022-08-31,,
21,Adlikon,2022-09-30,,
21,Adlikon,2022-10-31,,
21,Adlikon,2022-11-30,,
21,Adlikon,2022-12-31,,
22,Benken (ZH),2021-03-31,,
22,Benken (ZH),2021-04-30,,
22,Benken (ZH),2021-05-31,,
22,Benken (ZH),2021-06-30,,
22,Benken (ZH),2021-07-31,,
22,Benken (ZH),2021-08-31,,
22,Benken (ZH),2021-09-30,,
22,Benken (ZH),2021-10-31,,
22,Benken (ZH),2021-11-30,,
22,Benken (ZH),2021-12-31,,
22,Benken (ZH),2022-01-31,,
22,Benken (ZH),2022-02-28,,
22,Benken (ZH),2022-03-31,,
22,Benken (ZH),2022-04-30,,
22,Benken (ZH),2022-05-31,,
22,Benken (ZH),2022-06-30,,
22,Benken (ZH),2022-07-31,,
22,Benken (ZH),2022-08-31,,
22,Benken (ZH),2022-09-30,,
22,Benken (ZH),2022-10-31,,
22,Benken (ZH),2022-11-30,,
22,Benken (ZH),2022-12-31,,
22,Benken (ZH),2023-01-31,,
22,Benken (ZH),2023-02-28,,
22,Benken (ZH),2023-03-31,,
22,Benken (ZH),2023-04-30,,
22,Benken (ZH),2023-05-31,4.8516,2.6784
22,Benken (ZH),2023-06-30,4.828,2.6655
22,Benken (ZH),2023-07-31,4.8021,2.6514
22,Benken (ZH),2023-08-31,4.6902,2.5124
22,Benken (ZH),2023-09-30,4.7232,2.5077
22,Benken (ZH),2023-10-31,4.7303,2.5194
22,Benken (ZH),2023-11-30,4.7161,2.5124
22,Benken (ZH),2023-12-31,4.702,2.5053
22,Benken (ZH),2024-01-31,4.6832,2.4971
22,Benken (ZH),2024-02-29,4.6902,2.5018
22,Benken (ZH),2024-03-31,4.6902,2.5018
22,Benken (ZH),2024-04-30,4.6963,2.5279
22,Benken (ZH),2024-05-31,4.7153,2.516
22,Benken (ZH),2024-06-30,4.7129,2.5148
22,Benken (ZH),2024-07-31,4.7129,2.5148
22,Benken (ZH),2024-08-31,4.4484,2.3179
22,Benken (ZH),2024-09-30,4.5314,2.3144
22,Benken (ZH),2024-10-31,4.5196,2.3096
22,Benken (ZH),2024-11-30,4.5231,2.3072
22,Benken (ZH),2024-12-31,4.5836,2.3594
22,Benken (ZH),2025-01-31,4.5836,2.3523
22,Benken (ZH),2025-02-28,4.0747,2.0913
22,Benken (ZH),2025-03-31,4.0856,2.0975
22,Benken (ZH),2025-04-30,4.0257,2.0677
22,Benken (ZH),2025-05-31,4.0992,2.0653
22,Benken (ZH),2025-06-30,4.07,2.049
22,Benken (ZH),2025-07-31,4.0443,2.0303
22,Benken (ZH),2025-08-31,3.9907,2.0023
22,Benken (ZH),2025-09-30,4.0012,2.0117
22,Benken (ZH),2025-10-31,3.9965,2.0653
23,Berg am Irchel,2021-03-31,,
23,Berg am Irchel,2021-04-30,,
23,Berg am Irchel,2021-05-31,,
23,Berg am Irchel,2021-06-30,,
23,Berg am Irchel,2021-07-31,,
23,Berg am Irchel,2021-08-31,,
23,Berg am Irchel,2021-09-30,,
23,Berg am Irchel,2021-10-31,,
23,Berg am Irchel,2021-11-30,,
23,Berg am Irchel,2021-12-31,,
23,Berg am Irchel,2022-01-31,,
23,Berg am Irchel,2022-02-28,,
23,Berg am Irchel,2022-03-31,,
23,Berg am Irchel,2022-04-30,,
23,Berg am Irchel,2022-05-31,,
23,Berg am Irchel,2022-06-30,,
23,Berg am Irchel,2022-07-31,,
23,Berg am Irchel,2022-08-31,,
23,Berg am Irchel,2022-09-30,,
23,Berg am Irchel,2022-10-31,,
23,Berg am Irchel,2022-11-30,,
23,Berg am Irchel,2022-12-31,,
23,Berg am Irchel,2023-01-31,,
23,Berg am Irchel,2023-02-28,,
23,Berg am Irchel,2023-03-31,,
23,Berg am Irchel,2023-04-30,,
23,Berg am Irchel,2023-05-31,4.7734,3.6305
23,Berg am Irchel,2023-06-30,4.7536,3.6189
23,Berg am Irchel,2023-07-31,4.742,3.6156
23,Berg am Irchel,2023-08-31,4.6047,3.437
23,Berg am Irchel,2023-09-30,4.5997,3.4287
23,Berg am Irchel,2023-10-31,4.5733,3.4072
23,Berg am Irchel,2023-11-30,4.5584,3.3973
23,Berg am Irchel,2023-12-31,4.5418,3.3874
23,Berg am Irchel,2024-01-31,4.522,3.3758
23,Berg am Irchel,2024-02-29,4.5286,3.3841
23,Berg am Irchel,2024-03-31,4.5286,3.3841
23,Berg am Irchel,2024-04-30,4.5954,3.4428
23,Berg am Irchel,2024-05-31,4.5755,3.4245
23,Berg am Irchel,2024-06-30,4.5837,3.4328
23,Berg am Irchel,2024-07-31,4.5837,3.4328
23,Berg am Irchel,2024-08-31,4.3449,3.2289
23,Berg am Irchel,2024-09-30,4.4229,3.2206
23,Berg am Irchel,2024-10-31,4.4146,3.2139
23,Berg am Irchel,2024-11-30,4.4262,3.2206
23,Berg am Irchel,2024-12-31,4.4494,3.2355
23,Berg am Irchel,2025-01-31,4.4677,3.2123
23,Berg am Irchel,2025-02-28,3.9602,2.8408
23,Berg am Irchel,2025-03-31,3.9392,2.8184
23,Berg am Irchel,2025-04-30,3.9438,2.8172
23,Berg am Irchel,2025-05-31,4.0059,2.8368
23,Berg am Irchel,2025-06-30,3.9846,2.8139
23,Berg am Irchel,2025-07-31,3.9699,2.7878
23,Berg am Irchel,2025-08-31,3.9225,2.7518
23,Berg am Irchel,2025-09-30,3.9241,2.7534
23,Berg am Irchel,2025-10-31,4.0157,2.7878
24,Buch am Irchel,2021-03-31,,
24,Buch am Irchel,2021-04-30,,
24,Buch am Irchel,2021-05-31,,
24,Buch am Irchel,2021-06-30,,
24,Buch am Irchel,2021-07-31,,
24,Buch am Irchel,2021-08-31,,
24,Buch am Irchel,2021-09-30,,
24,Buch am Irchel,2021-10-31,,
24,Buch am Irchel,2021-11-30,,
24,Buch am Irchel,2021-12-31,,
24,Buch am Irchel,2022-01-31,,
24,Buch am Irchel,2022-02-28,,
24,Buch am Irchel,2022-03-31,,
24,Buch am Irchel,2022-04-30,,
24,Buch am Irchel,2022-05-31,,
24,Buch am Irchel,2022-06-30,,
24,Buch am Irchel,2022-07-31,,
24,Buch am Irchel,2022-08-31,,
24,Buch am Irchel,2022-09-30,,
24,Buch am Irchel,2022-10-31,,
24,Buch am Irchel,2022-11-30,,
24,Buch am Irchel,2022-12-31,,
24,Buch am Irchel,2023-01-31,,
24,Buch am Irchel,2023-02-28,,
24,Buch am Irchel,2023-03-31,,
24,Buch am Irchel,2023-04-30,,
24,Buch am Irchel,2023-05-31,4.5008,2.9072
24,Buch am Irchel,2023-06-30,4.4713,2.8958
24,Buch am Irchel,2023-07-31,4.4362,2.8806
24,Buch am Irchel,2023-08-31,4.3451,2.7477
24,Buch am Irchel,2023-09-30,4.292,2.7249
24,Buch am Irchel,2023-10-31,4.2872,2.7354
24,Buch am Irchel,2023-11-30,4.2644,2.7306
24,Buch am Irchel,2023-12-31,4.2416,2.7249
24,Buch am Irchel,2024-01-31,4.216,2.7183
24,Buch am Irchel,2024-02-29,4.2179,2.7306
24,Buch am Irchel,2024-03-31,4.2179,2.7306
24,Buch am Irchel,2024-04-30,4.2102,2.7223
24,Buch am Irchel,2024-05-31,4.2139,2.7213
24,Buch am Irchel,2024-06-30,4.2205,2.7204
24,Buch am Irchel,2024-07-31,4.2205,2.7204
24,Buch am Irchel,2024-08-31,4.183,2.7335
24,Buch am Irchel,2024-09-30,4.3169,2.7354
24,Buch am Irchel,2024-10-31,4.3187,2.7297
24,Buch am Irchel,2024-11-30,4.33,2.7241
24,Buch am Irchel,2024-12-31,4.3945,2.77
24,Buch am Irchel,2025-01-31,4.3899,2.7428
24,Buch am Irchel,2025-02-28,3.8929,2.42
24,Buch am Irchel,2025-03-31,3.8435,2.3868
24,Buch am Irchel,2025-04-30,3.9505,2.4551
24,Buch am Irchel,2025-05-31,3.9741,2.4627
24,Buch am Irchel,2025-06-30,3.9477,2.4428
24,Buch am Irchel,2025-07-31,3.9722,2.4202
24,Buch am Irchel,2025-08-31,3.9089,2.3871
24,Buch am Irchel,2025-09-30,3.907,2.3843
24,Buch am Irchel,2025-10-31,3.8967,2.4173
25,Dachsen,2021-03-31,,
25,Dachsen,2021-04-30,,
25,Dachsen,2021-05-31,,
25,Dachsen,2021-06-30,,
25,Dachsen,2021-07-31,,
25,Dachsen,2021-08-31,,
25,Dachsen,2021-09-30,,
25,Dachsen,2021-10-31,,
25,Dachsen,2021-11-30,,
25,Dachsen,2021-12-31,,
25,Dachsen,2022-01-31,,
25,Dachsen,2022-02-28,,
25,Dachsen,2022-03-31,,
25,Dachsen,2022-04-30,,
25,Dachsen,2022-05-31,,
25,Dachsen,2022-06-30,,
25,Dachsen,2022-07-31,,
25,Dachsen,2022-08-31,,
25,Dachsen,2022-09-30,,
25,Dachsen,2022-10-31,,
25,Dachsen,2022-11-30,,
25,Dachsen,2022-12-31,,
25,Dachsen,2023-01-31,,
25,Dachsen,2023-02-28,,
25,Dachsen,2023-03-31,,
25,Dachsen,2023-04-30,,
25,Dachsen,2023-05-31,5.7309,2.5246
25,Dachsen,2023-06-30,5.7135,2.5241
25,Dachsen,2023-07-31,5.6781,2.5051
25,Dachsen,2023-08-31,5.5781,2.3661
25,Dachsen,2023-09-30,5.4709,2.3984
25,Dachsen,2023-10-31,5.4704,2.4051
25,Dachsen,2023-11-30,5.4524,2.399
25,Dachsen,2023-12-31,5.4339,2.3928
25,Dachsen,2024-01-31,5.4155,2.3923
25,Dachsen,2024-02-29,5.4155,2.3913
25,Dachsen,2024-03-31,5.4155,2.3913
25,Dachsen,2024-04-30,5.373,2.3735
25,Dachsen,2024-05-31,5.3476,2.3634
25,Dachsen,2024-06-30,5.3435,2.3649
25,Dachsen,2024-07-31,5.3435,2.3649
25,Dachsen,2024-08-31,5.3883,2.398
25,Dachsen,2024-09-30,5.2412,2.3954
25,Dachsen,2024-10-31,5.2188,2.3898
25,Dachsen,2024-11-30,5.2112,2.3842
25,Dachsen,2024-12-31,5.2397,2.4112
25,Dachsen,2025-01-31,5.1858,2.3919
25,Dachsen,2025-02-28,4.5964,2.1247
25,Dachsen,2025-03-31,4.58,2.1196
25,Dachsen,2025-04-30,4.5422,2.1075
25,Dachsen,2025-05-31,4.5392,2.1165
25,Dachsen,2025-06-30,4.4991,2.0955
25,Dachsen,2025-07-31,4.4136,2.0785
25,Dachsen,2025-08-31,4.1114,2.0534
25,Dachsen,2025-09-30,4.0904,2.0314
25,Dachsen,2025-10-31,4.0583,2.0039
26,Dorf,2021-03-31,,
26,Dorf,2021-04-30,,
26,Dorf,2021-05-31,,
26,Dorf,2021-06-30,,
26,Dorf,2021-07-31,,
26,Dorf,2021-08-31,,
26,Dorf,2021-09-30,,
26,Dorf,2021-10-31,,
26,Dorf,2021-11-30,,
26,Dorf,2021-12-31,,
26,Dorf,2022-01-31,,
26,Dorf,2022-02-28,,
26,Dorf,2022-03-31,,
26,Dorf,2022-04-30,,
26,Dorf,2022-05-31,,
26,Dorf,2022-06-30,,
26,Dorf,2022-07-31,,
26,Dorf,2022-08-31,,
26,Dorf,2022-09-30,,
26,Dorf,2022-10-31,,
26,Dorf,2022-11-30,,
26,Dorf,2022-12-31,,
26,Dorf,2023-01-31,,
26,Dorf,2023-02-28,,
26,Dorf,2023-03-31,,
26,Dorf,2023-04-30,,
26,Dorf,2023-05-31,4.3391,3.073
26,Dorf,2023-06-30,4.3448,3.0615
26,Dorf,2023-07-31,4.3691,3.0658
26,Dorf,2023-08-31,4.299,2.9156
26,Dorf,2023-09-30,4.3848,2.9041
26,Dorf,2023-10-31,4.5351,3.0286
26,Dorf,2023-11-30,4.5494,3.02
26,Dorf,2023-12-31,4.5637,3.0114
26,Dorf,2024-01-31,4.5966,3.0243
26,Dorf,2024-02-29,4.6195,3.0172
26,Dorf,2024-03-31,4.6195,3.0172
26,Dorf,2024-04-30,4.4181,2.8566
26,Dorf,2024-05-31,4.4208,2.8444
26,Dorf,2024-06-30,4.4506,2.8593
26,Dorf,2024-07-31,4.4506,2.8593
26,Dorf,2024-08-31,4.207,2.8038
26,Dorf,2024-09-30,4.5819,2.8363
26,Dorf,2024-10-31,4.5968,2.8349
26,Dorf,2024-11-30,4.4493,2.8484
26,Dorf,2024-12-31,4.682,2.862
26,Dorf,2025-01-31,4.6766,2.8539
26,Dorf,2025-02-28,4.1732,2.5494
26,Dorf,2025-03-31,4.1156,2.501
26,Dorf,2025-04-30,4.1443,2.5113
26,Dorf,2025-05-31,4.1602,2.5339
26,Dorf,2025-06-30,4.1576,2.5233
26,Dorf,2025-07-31,4.2347,2.5007
26,Dorf,2025-08-31,4.1443,2.4674
26,Dorf,2025-09-30,4.1509,2.4728
26,Dorf,2025-10-31,4.2054,2.5086
27,Feuerthalen,2021-03-31,,
27,Feuerthalen,2021-04-30,,
27,Feuerthalen,2021-05-31,,
27,Feuerthalen,2021-06-30,,
27,Feuerthalen,2021-07-31,,
27,Feuerthalen,2021-08-31,,
27,Feuerthalen,2021-09-30,,
27,Feuerthalen,2021-10-31,,
27,Feuerthalen,2021-11-30,,
27,Feuerthalen,2021-12-31,,
27,Feuerthalen,2022-01-31,,
27,Feuerthalen,2022-02-28,,
27,Feuerthalen,2022-03-31,,
27,Feuerthalen,2022-04-30,,
27,Feuerthalen,2022-05-31,,
27,Feuerthalen,2022-06-30,,
27,Feuerthalen,2022-07-31,,
27,Feuerthalen,2022-08-31,,
27,Feuerthalen,2022-09-30,,
27,Feuerthalen,2022-10-31,,
27,Feuerthalen,2022-11-30,,
27,Feuerthalen,2022-12-31,,
27,Feuerthalen,2023-01-31,,
27,Feuerthalen,2023-02-28,,
27,Feuerthalen,2023-03-31,,
27,Feuerthalen,2023-04-30,,
27,Feuerthalen,2023-05-31,3.5675,1.7801
27,Feuerthalen,2023-06-30,3.5516,1.7712
27,Feuerthalen,2023-07-31,3.532,1.761
27,Feuerthalen,2023-08-31,3.4779,1.6688
27,Feuerthalen,2023-09-30,3.4609,1.663
27,Feuerthalen,2023-10-31,3.4583,1.6625
27,Feuerthalen,2023-11-30,3.4473,1.6575
27,Feuerthalen,2023-12-31,3.4363,1.6523
27,Feuerthalen,2024-01-31,3.4227,1.645
27,Feuerthalen,2024-02-29,3.428,1.6465
27,Feuerthalen,2024-03-31,3.428,1.6465
27,Feuerthalen,2024-04-30,3.4146,1.633
27,Feuerthalen,2024-05-31,3.4062,1.6263
27,Feuerthalen,2024-06-30,3.4091,1.6257
27,Feuerthalen,2024-07-31,3.4091,1.6257
27,Feuerthalen,2024-08-31,3.4146,1.6336
27,Feuerthalen,2024-09-30,3.414,1.6312
27,Feuerthalen,2024-10-31,3.4099,1.6283
27,Feuerthalen,2024-11-30,3.4127,1.6286
27,Feuerthalen,2024-12-31,3.4432,1.6489
27,Feuerthalen,2025-01-31,3.4185,1.6336
27,Feuerthalen,2025-02-28,3.0294,1.4497
27,Feuerthalen,2025-03-31,3.0,1.4364
27,Feuerthalen,2025-04-30,2.9868,1.4311
27,Feuerthalen,2025-05-31,2.9778,1.4362
27,Feuerthalen,2025-06-30,2.9543,1.4247
27,Feuerthalen,2025-07-31,2.9425,1.4119
27,Feuerthalen,2025-08-31,2.9279,1.3953
27,Feuerthalen,2025-09-30,2.9287,1.395
27,Feuerthalen,2025-10-31,2.8898,1.4081
28,Flaach,2021-03-31,,
28,Flaach,2021-04-30,,
28,Flaach,2021-05-31,,
28,Flaach,2021-06-30,,
28,Flaach,2021-07-31,,
28,Flaach,2021-08-31,,
28,Flaach,2021-09-30,,
28,Flaach,2021-10-31,,
28,Flaach,2021-11-30,,
28,Flaach,2021-12-31,,
28,Flaach,2022-01-31,,
28,Flaach,2022-02-28,,
28,Flaach,2022-03-31,,
28,Flaach,2022-04-30,,
28,Flaach,2022-05-31,,
28,Flaach,2022-06-30,,
28,Flaach,2022-07-31,,
28,Flaach,2022-08-31,,
28,Flaach,2022-09-30,,
28,Flaach,2022-10-31,,
28,Flaach,2022-11-30,,
28,Flaach,2022-12-31,,
28,Flaach,2023-01-31,,
28,Flaach,2023-02-28,,
28,Flaach,2023-03-31,,
28,Flaach,2023-04-30,,
28,Flaach,2023-05-31,5.7998,3.2654
28,Flaach,2023-06-30,5.7998,3.2633
28,Flaach,2023-07-31,5.8209,3.2817
28,Flaach,2023-08-31,5.7337,3.1126
28,Flaach,2023-09-30,5.7446,3.1338
28,Flaach,2023-10-31,5.7514,3.129
28,Flaach,2023-11-30,5.7521,3.1215
28,Flaach,2023-12-31,5.7528,3.114
28,Flaach,2024-01-31,5.7582,3.1181
28,Flaach,2024-02-29,5.7896,3.1297
28,Flaach,2024-03-31,5.7896,3.1297
28,Flaach,2024-04-30,5.6536,3.0578
28,Flaach,2024-05-31,5.6316,3.0485
28,Flaach,2024-06-30,5.623,3.0445
28,Flaach,2024-07-31,5.623,3.0445
28,Flaach,2024-08-31,5.4787,3.0186
28,Flaach,2024-09-30,5.6642,3.0133
28,Flaach,2024-10-31,5.6642,3.0239
28,Flaach,2024-11-30,5.6729,3.0286
28,Flaach,2024-12-31,5.6975,3.0459
28,Flaach,2025-01-31,5.6343,3.0253
28,Flaach,2025-02-28,4.992,2.6795
28,Flaach,2025-03-31,4.9487,2.6564
28,Flaach,2025-04-30,4.9658,2.6695
28,Flaach,2025-05-31,4.9133,2.6813
28,Flaach,2025-06-30,4.8765,2.6577
28,Flaach,2025-07-31,4.8739,2.6353
28,Flaach,2025-08-31,4.8042,2.6032
28,Flaach,2025-09-30,4.8022,2.5999
28,Flaach,2025-10-31,4.8127,2.6321
29,Flurlingen,2021-03-31,,
29,Flurlingen,2021-04-30,,
29,Flurlingen,2021-05-31,,
29,Flurlingen,2021-06-30,,
29,Flurlingen,2021-07-31,,
29,Flurlingen,2021-08-31,,
29,Flurlingen,2021-09-30,,
29,Flurlingen,2021-10-31,,
29,Flurlingen,2021-11-30,,
29,Flurlingen,2021-12-31,,
29,Flurlingen,2022-01-31,,
29,Flurlingen,2022-02-28,,
29,Flurlingen,2022-03-31,,
29,Flurlingen,2022-04-30,,
29,Flurlingen,2022-05-31,,
29,Flurlingen,2022-06-30,,
29,Flurlingen,2022-07-31,,
29,Flurlingen,2022-08-31,,
29,Flurlingen,2022-09-30,,
29,Flurlingen,2022-10-31,,
29,Flurlingen,2022-11-30,,
29,Flurlingen,2022-12-31,,
29,Flurlingen,2023-01-31,,
29,Flurlingen,2023-02-28,,
29,Flurlingen,2023-03-31,,
29,Flurlingen,2023-04-30,,
29,Flurlingen,2023-05-31,4.3378,2.2844
29,Flurlingen,2023-06-30,4.3153,2.2741
29,Flurlingen,2023-07-31,4.2902,2.2613
29,Flurlingen,2023-08-31,4.2124,2.1538
29,Flurlingen,2023-09-30,4.2394,2.1416
29,Flurlingen,2023-10-31,4.2259,2.1338
29,Flurlingen,2023-11-30,4.2117,2.1281
29,Flurlingen,2023-12-31,4.1969,2.1216
29,Flurlingen,2024-01-31,4.177,2.1145
29,Flurlingen,2024-02-29,4.1821,2.119
29,Flurlingen,2024-03-31,4.1821,2.119
29,Flurlingen,2024-04-30,4.181,2.1179
